ISO Date,Label,Phase,RuntimeMS,Rank,MixType,Done%,DoneBytes,MiB/s,IOPS,Entries,Entries/s,Lat Ent us,Lat IO us,Active,CPU,Service,
2025-07-24T01:40:56.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,2000,Total,,1,18063360,8,2205,0,0,0,2392,6,8,,
2025-07-24T01:40:58.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,4000,Total,,3,37953536,9,2428,0,0,0,2482,6,9,,
2025-07-24T01:41:00.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,6000,Total,,5,58527744,9,2511,0,0,0,2366,6,6,,
2025-07-24T01:41:02.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,8000,Total,,7,78786560,9,2473,0,0,0,2505,6,9,,
2025-07-24T01:41:04.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,10000,Total,,9,99508224,9,2529,0,0,0,2383,6,7,,
2025-07-24T01:41:06.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,12000,Total,,11,119238656,9,2408,0,0,0,2477,6,9,,
2025-07-24T01:41:08.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,14000,Total,,13,139788288,9,2508,0,0,0,2365,6,7,,
2025-07-24T01:41:10.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,16000,Total,,14,160210944,9,2493,0,0,0,2420,6,10,,
2025-07-24T01:41:12.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,18000,Total,,16,179843072,9,2396,0,0,0,2417,6,8,,
2025-07-24T01:41:14.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,20000,Total,,18,199962624,9,2456,0,0,0,2523,6,8,,
2025-07-24T01:41:16.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,22000,Total,,19,212697088,6,1554,0,0,0,2491,6,8,,
2025-07-24T01:41:18.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,24000,Total,,21,232693760,9,2441,0,0,0,2420,6,9,,
2025-07-24T01:41:20.497-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,26000,Total,,23,253128704,9,2494,0,0,0,2356,6,8,,
2025-07-24T01:41:22.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,28000,Total,,25,273391616,9,2473,0,0,0,2372,6,8,,
2025-07-24T01:41:24.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,30000,Total,,27,294027264,9,2519,0,0,0,2354,6,6,,
2025-07-24T01:41:26.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,32000,Total,,29,314494976,9,2498,0,0,0,2360,6,7,,
2025-07-24T01:41:28.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,34000,Total,,31,335028224,9,2506,0,0,0,2462,6,8,,
2025-07-24T01:41:30.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,36000,Total,,33,355233792,9,2466,0,0,0,2421,6,9,,
2025-07-24T01:41:32.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,38000,Total,,34,375341056,9,2454,0,0,0,2359,6,8,,
2025-07-24T01:41:34.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,40000,Total,,36,395730944,9,2489,0,0,0,2402,6,8,,
2025-07-24T01:41:36.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,42000,Total,,38,416092160,9,2485,0,0,0,2347,6,7,,
2025-07-24T01:41:38.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,44000,Total,,40,436539392,9,2496,0,0,0,2390,6,8,,
2025-07-24T01:41:40.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,46000,Total,,42,457039872,9,2502,0,0,0,2408,6,8,,
2025-07-24T01:41:42.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,48000,Total,,44,477417472,9,2487,0,0,0,2448,6,8,,
2025-07-24T01:41:44.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,50000,Total,,46,497893376,9,2499,0,0,0,2420,6,9,,
2025-07-24T01:41:46.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,52000,Total,,48,517795840,9,2429,0,0,0,2464,6,8,,
2025-07-24T01:41:48.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,54000,Total,,49,536064000,8,2230,0,0,0,3881,6,7,,
2025-07-24T01:41:50.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,56000,Total,,51,556646400,9,2512,0,0,0,2354,6,7,,
2025-07-24T01:41:52.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,58000,Total,,53,577626112,10,2561,0,0,0,2376,6,8,,
2025-07-24T01:41:54.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,60000,Total,,55,597794816,9,2462,0,0,0,2499,6,9,,
2025-07-24T01:41:56.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,62000,Total,,57,617689088,9,2428,0,0,0,2503,6,9,,
2025-07-24T01:41:58.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,64000,Total,,59,637857792,9,2462,0,0,0,2435,6,9,,
2025-07-24T01:42:00.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,66000,Total,,61,658071552,9,2467,0,0,0,2368,6,12,,
2025-07-24T01:42:02.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,68000,Total,,63,678301696,9,2469,0,0,0,2464,6,8,,
2025-07-24T01:42:04.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,70000,Total,,65,698777600,9,2499,0,0,0,2378,6,8,,
2025-07-24T01:42:06.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,72000,Total,,66,718651392,9,2426,0,0,0,2368,6,7,,
2025-07-24T01:42:08.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,74000,Total,,68,739049472,9,2490,0,0,0,2403,6,7,,
2025-07-24T01:42:10.496-0400,Random_Write_Small_File_Disk[SSD]_Threads[1]_Blocks[4K]_Size[1G],WRITE,76000,Total,,70,759128064,9,2451,0,0,0,2423,6,10,,
